"txt","val"
"LURD said in a statement it had declared the ceasefire ""with due respect to the international community and humanitarian concern"", adding it would fully cooperate with peacekeepers.",1
"If the Pretoria communique, had condemned the rebellion, it would have been much easier to work on the cease-fire provisions of the communique.",0
"The question of the ceasefire was closely linked with the growing problem of humanitarian access.",0
"Violations of the truce began on Thursday afternoon when rebels led by Prince Yormie Johnson discovered a large government arms cache in a central warehouse near the Defence Ministry.",0
"Doe announced a unilateral ceasefire in the six-month-old rebellion on Friday"".",1
"In Sierra Leone, ULIMO said it would call a temporary ceasefire to await the outcome of the meeting but would stop fighting only if Taylor's National Patriotic Front of Liberia disarmed and withdrew from the country"".",1
"A fragile cease-fire continues between Israel and Hamas in Gaza.",0
"The meeting was said to have followed high level intervention from key international allies calling for a ceasefire between the President and the Prime Minister.",0
"In 14 years of war, Turkey has consistently refused to negotiate with the PKK and has rebuffed all ceasefire offers.",0
"It is emerging that the only way the truce can hold is for the key players to push for the immediate convening of the dormant NARC Summit, seen as the only viable platform for continuous consultations and understanding between the warring parties.",0
"After years of intertwined civil war in the three countries and despite ceasefires, guns and gunmen are easy to find, especially in remote borderlands, and there are fears that freelance fighters still move easily to wherever trouble brews.",0
"Since then both sides have traded allegations of ceasefire violations, none of which have yet been independently confirmed.",0
"Organisation of African Unity Secretary General Salim Ahmed Salim said the talks, from which the six-man rebel delegation was excluded, resolved to call a meeting of defence ministers in Addis Ababa on Thursday to pursue ceasefire options.",0
"Cheney said during his trip that he would be willing to meet with Arafat if a cease-fire was put in place.",0
"On Friday four ULIMO ""frontline commanders"", two each from the Krahn and Mandingo tribes, signed a ceasefire at the Monrovia headquarters of ECOMOG, the Nigerian-led African military force in Liberia"".",1
"In an emailed statement signed by the group's spokesperson, Jomo Gbomo, the ceasefire has been broken following ""careful consideration and extensive consultation"", warning that the oil industry should brace itself for an ""all-out onslaught"".",0
"In reality, it is benefiting from the current situation, namely the cease-fire with nothing [given] in return, and depleting the assets of the Sahara.",0
"The soldiers who attacked the girls that day could be among those coming home under a cease-fire plan mediated by former President Jimmy Carter.",0
"Toumani Toure, who brokered a January peace deal to end three army mutinies in under a year, had proposed a four-day ceasefire to enable families to bury their dead and disaffected soldiers to hand in mortars and other heavy weapons"".",1
"Few analysts believe Afonso Dhlakama, the Renamo leader, can halt all the attacks just by giving an order, although his forces in northern Mozambique have respected a year-long unilateral ceasefire along a railway from Malawi to the port of Nacala.",1
"Will the latest cease-fire in the six-month-old conflict hold?",0
"Steelworker 1st Class Dane C. Hendricks was at a firing range in Mississippi when a ceasefire was abruptly called.",0
"""There is no ceasefire.""",0
"The rebels are not involved in the Arusha peace process and are still fighting on the ground, although they have been holding separate talks with a view to a ceasefire.",0
"""The question is - should we allow Kabila to continue violating the cease-fire?""",0
"It therefore is inappropriate ""to treat agreements born out of such haste as conclusive and comprehensive, rather than as what they are, namely elaborate cease-fire agreements or interim political arrangements.""",0
"The ARS central committee, led by Ahmed, endorsed over the weekend in Djibouti a June 9 cease-fire agreement reached with the Somali government.",1
"""You will recall that for more than three weeks, LURD's forces were observing the cease-fire, at which time Mr. Taylor ordered his forces to attack our positions,"" h enoted. """,0
"The eastern rebels denied U.N. peacekeepers permission to deploy in Kisangani on Sunday because U.N. officials refused to condemn cease-fire violations by government forces.",0
"According to all the analysts, dumping the cease-fire in order to run the country for 18 months is throwing the baby out with the bath water...",0
"Two groups of armed rebels which signed a cease-fire accord with the Burundi government in Dar es Salaam on Monday were CNDD-FDD of Col Jean-Bosco Ndayikengurukiye and Palipehutu-FNL of Alain Mugarabona.",1
"Lusa reported that the combatants had agreed that a ceasefire offered by the authorities and accepted last Friday by the rebels would remain in force until Vieira and Mane met.",1
"Ramadan said it might take a while before the cease-fire order reached all units.",0
"Mr. Gaddafi offered to negotiate a ceasefire but nothing came of it.",0
"A new rebel group announced Wednesday a temporary cease-fire through Oct. 27 so as not to disrupt local elections being held next month in the southwestern state of Guerrero, one of its major areas of operation"".",1
"'Confronting the state'?Paolo Luers, a columnist for a San Salvador-based newspaper who also serves as spokesman for the truce's negotiators, blames the spike in murders on the outgoing government and its security minister, who withdrew support for the truce when it became politically untenable in the lead-up to the presidential election.",0
"Abubakar then said the ceasefire could be signed on Monday, but that remains a tenuous prospect given both Taylor's position regarding the rebels - whom he has referred to as the ""worst criminals in this country"" and the guerrillas' demands.",0
"The RCD rebels and Kabila's government have blamed each other for breaching the Lusaka ceasefire agreement.",0
"On Tuesday, when a new 72-hour truce took hold, residents returned for the first time to see the extent of the destruction -- the worst in a single district anywhere in the Gaza Strip in four weeks of fighting.",0
"The United Nations had made it clear the troops would not be deployed if no firm commitment to a ceasefire was obtained from all parties.",0
"International Affairs  Russia, China call for ceasefire and talks on Libya (Nhan dan, p.8).",0
"Ismail Ould Cheikh Ahmed said the heads of delegations at talks being held in Geneva between the exiled Yemeni government and the Houthi rebels had renewed their commitment to a cease-fire that took effect Tuesday.",1
"That the cease-fire declaration has no bearing on this policy is cynically illustrated by these latest ground and air attacks.",0
"The FARP, a faction of the Revolutionary Popular Army (EPR), announced it will resume its activities after respecting the cease-fire that was observed during the electoral process.",0
"Rebel leaders said they proposed a swift truce, or what they call a ""winding down of the war,"" as a half-way step towards an eventual lasting ceasefire in the conflict in which 75,000 people have died.",0
"The mediation effort mainly focused on the ceasefire and the release of prisoners.",0
"Their robust UN mandate will give them authority to intervene to protect civilians, prevent ceasefire violations and escort much-needed aid.",0
"The UN force's mandate needs to be a stronger Chapter 7 status, meaning that peacekeepers can intervene in conflicts and actively enforce the cease-fire agreement.",0
"""On the principle of the ceasefire we did not encounter any reticence or hesitation on the part of the mutineers,"" she said.",0
"The Front for the Liberation of Tamoust renewed the ceasefire in September.",1
"The SPLA said it was also responding to an appeal from Kenyan President Daniel arap Moi, and was acting unilaterally following the postponement of talks aimed at extending the ceasefire which had been scheduled for October 5 in Nairobi.",0
"As a result of the negotiations, which also involved the United Nations, aid agencies and the high command of the peacekeeping force ECOMOG, an immediate ceasefire has been agreed among the combatants, Ghanaian Deputy Foreign Minister Mohamed Ibn Chambas told s"".",1
"He did not indicate the length of the cease-fire, but Ugandan state radio also announced that an accord had been reached.",1
"The summit is to ratify the agreements on the cease-fire the discussants will have reached.",0
"The National Liberation Army , a guerrilla group in Colombia, on Monday announced a unilateral ceasefire for the country's presidential election to choose successor to President Juan Manuel Santos"".",1
"Muhirwa said he would not go home until there was an ethnically balanced government and army, as well as a cease-fire.",0
"The cease-fire we will mercifully enjoy during this period of mourning should also serve to make the various combatants pause for a little reflection.",0
"""The meeting zone must have good-faith guarantees, with limits set in terms of space and time, a ceasefire, and consideration given to the three friendly countries involved in the process,"" the president added.",0
"Chavez, who had spearheaded the handover, dubbed ""Operation Emmanuel,"" said the Revolutionary Armed Forces of Colombia, one of the world's oldest insurgencies, called off the mission after demanding a ""real ceasefire"" first and alleging that military operations were threatening the handover.",0
"After numerous treaties and ceasefires the situation is far from conducive to peace.",0
"Nhial Deng said Khartoum's decision to go ahead with the construction of another oil pipeline and a road in the Western Upper Nile also violated the truce accord.",0
"It must go from a framework of imposition to one that generates agreements... the government also has responsibilities; it also has to declare a ceasefire; it also has to stop a series of hostilities against society,"" he warned.",0
"There they enforced a ceasefire and helped implement a peace process in the civil war that saw rebels chopping off the arms and legs of civilians to capture the world's attention.",1
"A ceasefire was called in 1999, but fighting resumed in 2004.",1
"United Nations envoy to Liberia Anthony B. Nyakyi said a cease-fire was reached between government troops and rebels who have been holding hundreds of Liberians, Lebanese and other foreign civilians hostage at a military base in the capital.",1
"President Bush is weighing sending US troops to enforce a truce.",0
"The western campaign came after fighting between government troops and northern-based rebels shattered an Oct. 17 cease-fire being monitored by a 1,000-strong French force.",1
"The chances are considered slim that the leaders can draw up a cease-fire document which satisfies all warring parties in the tiny central African state.",0
"However, despite portraying the bombing raid as routine, Bush also said that Saddam Hussein must abide by the cease-fire agreements that ended the Persian Gulf War in 1991.",0
"The rival forces at the two ends of the bridge have an informal ceasefire, and journalists and relief workers have crossed the bridge.",1
"As soon as he got his transition, he forgot the cease-fire, which he could brandish again at the appropriate moment.",0
"Regional efforts to broker a ceasefire have so far failed.",0
"""What our country needs most is a ceasefire.",0
"Any changes to the agreements would have to be mutually acceptable and remain consistent with the principle that military forces should maintain the status quo during the ceasefire and that MINURSO military observers should be allowed to exercise full freedom of movement, in accordance with basic peacekeeping principles.",0
"""The Moroccan State proceeded to assemble and mobilize its armyin an unprecedented serious and striking development since the signing of the cease-fire between the Moroccan and Sahrawi armies,"" he added.",0
"Guatemala's Marxist guerrillas on Friday declared a unilateral five-day ceasefire to coincide with a visit by Pope John Paul II next week"".",1
"Indeed, the mutineers, the Malian mediator, Amadou Toumani Toure, and members of the Inter-African Mission to Monitor the Bangui Accords have just left the residence of the Bangui archbishop, where a 10-day cease-fire agreement has just been concluded"".",1
"Under the ceasefire agreement, brokered by the US government, ""zones of peace"" were to be established in the Nuba Mountains as part of an effort to ease humanitarian aid delivery and improve trade networks for the war-affected local population.",0
"The Joint Military Commission is a UN-sponsored ceasefire monitoring group, made up of signatories of the Lusaka ceasefire accord.",0
"The meeting has been called by Ivory Coast's President Felix Houphouet-Boigny to assess the performance of the five-nation ECOMOG peacekeeping force which has failed to bring about a ceasefire in the 10-month-long civil war.",0
"(BEGIN VIDEO CLIP) COOPER: Ambassador Areikat, how confident are you that this time this 72-hour cease-fire will hold?",0
"Rebel holdouts in the Pool region south of Brazzaville signed a cease-fire with government forces Wednesday""",1
"Ugandan President Yoweri Museveni called on both sides to observe the truce.",0
"UK Foreign Secretary William Hague also welcomed the ceasefire and called for an ""inclusive process of national reconciliation"".",0
"The groups reportedly want to discuss the compliance of a ceasefire agreement that pledged the release of political prisoners and payment for fighters who lay down their arms.",0
"President Yoweri Museveni called a five-day cease-fire March 10 in five areas of the northern Kitgum and Pader districts to allow the rebels to hold talks with a presidential peace team The cease-fire was extended for another five days on Sunday after the rebels failed to show up for the talks, said Reagan Okum, a legislator and member of the presidential peace team.",1
"""We believe in peace, we believe in negotations, we even believe in a ceasefire.",0
"The last major rebel group still active in the country, the Convention of Patriots for Justice and Peace , has signed a cease-fire agreement with the Bangui government.",1
"Fadul also accused troops loyal to Vieira of breaking a three-month truce and plunging the country back into civil war.",0
"Restrepo said the clash violates the cease-fire agreed to by paramilitaries.",0
"Amri Sued Ismael said in a news conference that the cease-fire will take effect at midnight local time (2100 GMT) Friday.",1
"Two years ago, Lale's best friend was murdered by the relative of a slain Nyangatom man, and weeks before our visit, another of the fragile cease-fires negotiated by the government broke down.",0
"SOLEDAD O'BRIEN, CNN ANCHOR: Let's talk about a cease-fire.",0
"Although the government said it is baffled by the sudden calls for ceasefire, which Information Minister Reginald Goodridge said suggests a parity between the LURD rebels, an NPP release yesterday quoted Chairman Allen as saying that the pronouncement of the ceasefire by the West African subregion will be a reasonable and dependable factor upon which the Government can reassure electorates of its concern for their well being.",0
"The announcement follows conflicting reports from the U.S.-led coalition that a cease-fire had been reached between Kurdish forces and troops deployed by Iraq's central government.",1
"Officials did not say whether a ceasefire or demilitarisation would be discussed during this round of talks, which are being mediated by Guatemalan Bishop Rodolfo Quezada and observed by a personal envoy of U.N. Secretary-General Javier Perez de Cuellar.",0
"That led to 12 days of fighting that claimed more than 145 lives before a cease-fire took hold.",1
"Furthermore, the strong presence of Mexican transnational drug trafficking organisations in Honduras is also likely to limit the effectiveness of the truce.",0
"The SPLA did not sign, but took part in the October talks which produced no ceasefire but yielded an agreement to meet again.",0
"The statement says the peacekeepers' task is to reinforce a cease-fire and to create conditions for humanitarian assistance to begin in the country.",0
"President Ahmad Tejan Kabbah gave news of the seven-day ceasefire in a live radio broadcast while rebel chief Foday Sankoh in death row since October on a treason conviction - issued his orders in a recorded message immediately afterwards on the same broadcast.",1
"The main rebel group in Burundi, the Forces for the Defence of Democracy , declared a 48-hour unilateral ceasefire out of respect for Tanzania's first President Julius Nyerere, who died earlier Thursday.",1
"Chavez also complained that Uribe did not respond to his request for a temporary cease-fire to facilitate the hostage release, and said of the proposed security corridor: ""a corridor where?""",0
"African leaders called for an immediate cease-fire.",0
"Museveni extended a one-week ceasefire offer to the rebels on Friday, on condition that they stop attacking civilians and the army, and gather in designated areas.",0
"The group said earlier this month that it would call a cease-fire if the government stopped investigating its members and supporters.",0
"Long excluded from the talks, the rebels are demanding direct negotiations before a cease-fire, something both Mandela and Pierre Buyoya have rejected.",0
"After yet another regional mediation effort, the two sides finally signed another ceasefire deal late last month, in which they recommitted themselves to ending the civil war, effective immediately"", Global analysis daily insights",1
"4 August 2003 Xinhua News Agency XNEWS English (c) Copyright 2003 Xinhua News Agency UNITED NATIONS, Aug. 4 (Xinhua) - The United Nations Security Council on Monday renewed for six months its authorization for West African and French forces to monitor the implementation of a cease-fire in Cote d'Ivoire.",0
"The international pressure that had led to the renewed cease-fire apparently only reached the political level.",0
"We are on ceasefire,"" said Major-General Seyea Sheriff of Liberians United for Reconciliation and Democracy , standing near the frontline.",1
"Their mandate, for the moment, is simply to provide protection for AU ceasefire monitors.",0
"[Bouhali] I would remind you that we have never violated the ceasefire, and the one-year extension of MINURSO's mandate through April 2009 is a strange decision.",0
"Zuma said this week's meeting clarified some finer points in a ceasefire agreement while others still needed to be discussed.",0
"UPDF has done everything to ensure that harmony exists between the forces in Kisangani and the cease-fire is respected,"" Kavuma said yesterday.",0
"They have also, on their own initiative, set up a committee to look at security and ceasefire issues.",0
"This overflying constitutes a violation of the ceasefire and a sheer provocation.""",0
"Acland's papers reveal deep division between the British military officers who managed the ceasefire and FCO diplomats.",0
"Pacts and ceasefires aimed at ending the two-year conflict in Africa's third largest country have come and gone, with violations often reported within days of signatures being inked.",0
"The government wants a binding ceasefire included from the start in any treaty.",0
"The Council established UNOCI in 2004 to help ensure a ceasefire and pave the way for permanent peace and democratic elections after civil war split the country into a Government-ruled south and a rebel-controlled north seven years ago.",0
"A ceasefire order made by regional leaders and due to take effect at midnight yesterday was ignored.",1
"ELDORET, Kenya (AP) - Somali warlords and regional leaders endorsed a peace agreement Thursday that calls for a cease-fire and a new system of government for the troubled country.",1
"The de facto ceasefire of last week had continued to hold.",1
"Uribe, a conservative who took office two years ago, has said he is willing to open peace talks with the FARC provided the group first declares a unilateral cease-fire.",0
"It wasn't clear yesterday whether Merrick would meet Savimbi during his mission to shore up a shaky ceasefire.",0
"Earlier this month ETA, which is fighting for Basque independence from Spain, called off another ceasefire which had lasted 14 months.",0
"There is need to call a ceasefire and take a close look at shortcomings in the National Accord and related pieces of legislation.",0
"""We are ready for the ceasefire.",0
"The feud with the White House worsened when Mr. Wright began to hold cease-fire talks in Washington with Nicaraguan President Daniel Ortega and Cardinal Miguel Obando y Bravo, the archbishop of Managua, who was seen as a possible intermediary in the dispute.",0
"This is why I believe that LDP must not be hoodwinked into a 'fake' truce.",0
"We see that the cease-fire deal and the U.N. is not making the required progress and, therefore, we have authorized military action.""",0
"''They broke the truce,'' said Mohammed Jama, an Aidid spokesman in Nairobi, referring to a 10-day cease-fire.",0
"A ceasefire went into effect on March 20 between Niger's transitional government and the rebel Liberation Front of Air and Azawak .",1
"Jan. 12: President Carlos Salinas declares cease-fire, ending open fighting after at least 145 deaths.",1
"The Colombian government is trying to negotiate the demobilization of the largest paramilitary group, the United Self-Defense Forces of Colombia, or AUC, but accuses it of regularly violating a cease-fire.",0
"By then, Liberia had settled into an uneasy ceasefire between Taylor's forces and West African peacekeepers.",1
"The ministers strongly condemned the cease-fire violations, adding that this would cause the lose of lives and property, besides obstructing the peace process.",0
"This is why I said that the situation has completely changed today and we are saying that we no longer feel bound by the cease-fire as established by the United Nations.",0
"The main goal of the talks is to arrange a ceasefire.",0
"Well, there may be a truce between the superstars.",0
"Guatemalan President Alvaro Arzu ordered the country's armed forces to cease counterinsurgency operations on Wednesday in response to a leftist guerrilla truce announced earlier in the day""",1
"Russia's parliament and defence minister, Anatoly Serdyukov, have called for a ceasefire.",0
"He appealed to those political parties hesitating to join the peace process to embrace the cease-fire.",0
"""They (the guerrillas) must announce this cease-fire first,"" the administration source told the foreign press corps on condition of anonymity.",0
"The latest agreement, signed in the Ghanaian capital Accra late Wednesday, calls for a ceasefire from midnight on December 28 and elections on November 14, 1995"".",1
"We need the international community to put enough pressure on the rebel group to accept signing the ceasefire without preconditions.",0
"However, he said the trip did have successes - an agreement by the government and rebel forces for a 60-day cease-fire, which Richardson called critical, and an agreement by al-Bashir to allow in some U.N. technical troops for logistics and other support.",0
"They agreed on maintaining a two-month truce but this is the first time negotiations have homed in on the central issues of disarmament and demobilisation.",1
"""We hope we can come to some clear resolution in this meeting, particularly on the issue of who will lead the transition and the question of a cease-fire,"" he said.",0
"Miss Rice told President Museveni that her government wished to promote a peaceful resolution of the conf lict in the DRC and fully supports the cease-fire.",0
"The EU Declaration called on the armed movements CNDD-FDD and FNL to immediately and unconditionally cease hostilities, to join the peace process without further delay, and to accept to negotiate a ceasefire agreement with the government army.",0
"On several occasions, Jean-Pierre Bemba's men and Ugandan troops, who have not seen things in the same light, have violated the cease-fire.",0
"The truce, which comes into effect today, will mark an end to hostilities for control of the Western Sahara"".",1
"The UN mission in DRC, MONUC, has announced at least three ceasefire agreements in the last few days, but the fighting has continued.",1
"Ambassador Jeremy Greenstock, who led the 11-member council mission, said Monday that any rebel pullout would have to be part of a cease-fire agreement -and he stressed that Liberian President Charles Taylor had made a suggestion not a firm commitment.",0
"A statement by ULIMO's main faction, based in Sierra Leone, said it would observe the truce called from midnight on Tuesday but reserved the right to defend itself if attacked.",0
"For the United Nations, it would end its second longest dispute after Cyprus, one which even at low level will cost $23 million this year for the 230-strong force in the area keeping the ceasefire.",0
"Bemba said he considered the ceasefire had been broken.",0
"President Laurent Gbagbo agreed today to a cease-fire signed by rebels, lifting hopes for a return to peace in the West African country after a bloody month-long uprising"".",1
"Colombia's President Juan Manuel Santos yesterday extended his ceasefire with FARC rebels through the end of the year as he seeks to revive a peace accord to end five decades of war after voters rejected the hard-fought deal in a referendum"".",1
"Ceasefire has been on in Monrovia for the past few days in keeping with the agreement to resume peace process.",1
"EDWARDS: If the West Africans won't go in until there's a truce, that seems to leave the forces of Taylor and the rebels to fight it out on the streets of the capital.",0
"(BEGIN VIDEO CLIP) SEN. JOHN MCCAIN (R-AZ), PRESIDENTIAL CANDIDATE: The government of Georgia has called for a cease-fire and for a resumption of direct talks on South Ossetia (ph) with international mediators.",0
"""The United States strongly supports the cease-fire agreement signed last month,"" said Mr. Bush.",1
"Uganda was committed to the troop withdrawal plan, but would not go ahead without an immediate cease-fire, he said.",0
"Their job is to monitor the ceasefire which came into force eight years ago.",1
"The Guinea-Bissau government and army rebels signed an agreement in the Cape Verde islands early on Wednesday reaffirming a ceasefire between the two sides after a military revolt",1
"An immediate ceasefire was accepted by the two other militias attending the talks called by the mediation committee of ECOWAS "".",1
"""The process is moving much faster and committees on ceasefire and security are now functioning...and we should get a ceasefire agreement before the end of next month,"" he said.",0
"""The United Nations must act to impose a true ceasefire,"" Soro said.",0
"The ugliness of the situation explains why the U.N. has been shy about brokering a cease-fire.",0
"The Popular Revolutionary Army, a year-old rebel group whose clashes with the army have left nine dead in two weeks, said in a Wednesday statement that the nationwide truce takes effect immediately and will remain in effect until July 15, more than a week after the July 6 election"".",1
"Bush urges respect US president George W Bush urged rival groups in Macedonia to respect a faltering ceasefire.",0
"The rebels of Dr. Riek Machar are rejecting ceasefire without release of the political detainees who they call as their allies.",0
"The two Hutu rebel groups did not sign, insisting that what they call political prisoners be freed first and that a cease-fire must be in place.",0
"Similarly, with a view to ensure that the ceasefire holds and humanitarian corridors remain open, a monitoring and verification mechanism has been put in place under the auspices of the Cessation of Hostilities Agreement with a Joint Technical Committee in Juba.",0
"JEFF KOINANGE, CNN CORRESPONDENT: Jim, the cease-fire has been called for.",0
"Two days of talks to end the bloody civil war ended Friday in Freetown, Sierra Leone, without progress toward a cease-fire, but rebel delegates pledged to return to negotiations next week.",0
"Warring sides in Guinea-Bissau signed a Togolese-mediated ceasefire agreement on Wednesday after four days of battles in the capital, the Portuguese news agency Lusa reported"".",1
"He said the rival political groups had agreed on the composition of a transitional government ahead of a ceasefire.",0
"A tenuous truce between rival street gangs has held for four months and counting, halving El Salvador's horrific homicide rate and raising hopes among some daring optimists of a lasting ""peace process.""",0
"""There's a need for reconstruction, to support the U.N. effort of monitoring a ceasefire and to support human rights monitoring.",0
"The aim of this meeting was to review the three-month renewable cease-fire signed on 10th July.",1
"We call upon all parties to commit to an immediate ceasefire - all movements to join the peace talks in Doha and possibly in Darfur.",0
"Ndayizeye and rebel Forces for the Defense of Democracy leader Pierre Nkurunziza reaffirmed their commitment to the Ceasefire Agreement of December 2002 and the Joint Declaration on the Cessation of Hostilities signed in Pretoria on Jan. 27, 2003 when they met in Dar es Salaam on July 20, 2003.",1
"There was no word Monday from Ukrainian President Petro Poroshenko, who had vowed to start talks on a new cease-fire.",0
"He said rebels wanted to grab territory ahead of the arrival of a team of international monitors meant to map the ceasefire line.",0
"A U.N. technical survey team has been in Kinshasa since October 13 to draw up plans to send a team of military observers into the interior to monitor the ceasefire, but has failed to reach agreement with Kinshasa on adequate security guarantees.",0
"They are trying to do it to reinforce the Lusaka cease-fire agreement.",0
"[Presenter] The minister in charge of the peace process, Mr Ambroise Niyonsaba, on his part stressed that the setting up of the transitional institutions was temporary, adding the a cease-fire was an important issue.",0
"The Self-Defense Forces of Colombia declare a ceasefire to begin December 1, 2002 , not a Christmas truce , in the belief that the government will reciprocate in relation to our troops, other members and sympathizers,""",1
"Implications A  ceasefire from either side is highly unlikely before President Uribe completes  his mandate.",0
"That is what all politicians should do because without a cease-fire, nothing will be achieved.",0
"MONROVIA, Liberia (AP) - West African leaders appealed for an immediate cease-fire in Liberia as fighting surged Saturday, and offered to mediate in the 3-year-old guerrilla war.",0
"Both sides are standing off in a wary ceasefire on Mindanao island in the southern Philippines.",0
"Both sides blamed the other for resuming fighting although they have not agreed on a ceasefire.",0
"HAVANA, Mar 02, 2006 (DJCS via Comtex) -Colombia's second-largest rebel group announced a cease-fire for this month's congressional elections, the group's military chief, currently in Cuba, said Thursday.",1
"Existing cease-fire arrangements do not envisage such operations in a war zone, and consequently the Sahrawi army must carefully consider its position and response if these inflammatory activities proceed.",0
"""We are working with the United Nations to affect policy necessary to get a ceasefire back in place.",0
"""The mission of this force will be to secure the cease-fire, create a separation zone between the belligerents, and prepare the ground for the deployment of the main body of the stabilization force.""",0
"Sanity, though, has prevailed where elders from warring factions who are also the custodians of cultural ideals call for a ceasefire.",0
"Charles Taylor, the leader of Liberia's main rebel group, today announced a unilateral cease-fire and said he hoped that all warring parties would comply, according to a news report"".",1
"It culminated in the announcement of a unilateral Darfur ceasefire, which was reportedly violated within days of the declaration.",1
"FARC rebels have begun a unilateral ceasefire in Colombia The truce came into effect late on Monday.",1
"Potential obstacles lie ahead as the government and the rebels must hammer out a definition of the cease-fire, particularly over whether it will include a pause in rebels' kidnappings of civilians and attacks on the country's infrastructure.",0
"But fighting broke out again almost immediately as the rebels attacked Monrovia, and Taylor, who now controls only a fifth of the country, refused to step down as agreed under the truce deal.",0
"""They have to say 'we are ending the rebellion', not just a ceasefire,"" Kobler told Reuters.",0
"Yet Paris pursued its role as a negotiator in a renewed civil war and maintained that the ceasefire negotiations were the solution.",0
"The elections were generally considered peaceful after the leader of the Patriotic Front for Resistance in Central African Republic Nourredine Adam announced a ""total ceasefire"" to allow for the holding of the elections.",1
"Van Eck said in his report that the two main armed Hutu groups in Burundi -- the Forces for the Defence of Democracy (FDD) and National Liberation Front (FNL) -- had not been ""given a fair chance to join a comprehensive ceasefire process"".",0
"Scores more die each week a cease-fire is delayed.",0
"But on Friday he reiterated an offer of a one-week ceasefire, provided the guerrillas stopped killing and kidnapping civilians and assembled at designated places.",0
"The cease-fire call came in the form of a declaration issued on behalf of the meeting's participants.",0
"Fighting lasted only 10 days and a tenuous ceasefire has been in effect since, but hundreds of mostly Mayan Indians have died since in sporadic clashes between Zapatista supporters and local backers of President Ernesto Zedillo's Institutional Revolutionary Party (PRI).",0
"The talks have failed to produce a breakthrough, and a ceasefire signing ceremony planned for today has not taken place.",0
"The conflict has so far defied numerous attempts at a ceasefire.",0
"Rebel leader Ernest Wamba dia Wamba told Reuters he needed to find out more about a ceasefire deal announced at the weekend by U.N. Secretary-General Kofi Annan at the Franco-African Summit in Paris.",0
"A Twitter account believed to be run by Machar said on Monday that there would not be a ceasefire until the Ugandan army pulled out of the country and anti-government detainees were released.",0
"A peace deal will nevertheless take a military form (ceasefire) before it goes political.",0
"The first armed U.N. troops flew into the vast central African country on Thursday to monitor a ceasefire in its many-sided war.",0
"The truce, which was signed by Burundian President Dominitien Ndayizeye and FNL leader Agathon Rwasa, is broadly aimed at finally ending the devastating civil war in which 300,000 people have been killed.",1
"The appointment of a new prime minister appeared to be an attempt to find a political solution by Siad Barre, whose repeated calls for a ceasefire have so far been rejected.",0
"Under him, the Zapatistas took towns in Chiapas like San Cristobal de las Casas at the start of the uprising, in which more than 100 people died before a cease-fire 10 days later.",1
"The accord contains no provision for a cease-fire, and Hutu rebels have refused to endorse it until their demands -including release of political prisoners and renegotiating the political deal -are met.",0
"The rebels have not participated in the peace process, and the accord does not provide for a ceasefire.",0
"Ugandan President Yoweri Museveni has declared an 18-day ceasefire in two northern districts to boost faltering progress towards peace talks with Lord's Resistance Army rebels, officials said Thursday.",1
"Take the necessary measures to support and promote the peaceful resistance, through the Uprising of Independence, as a cornerstone and a major front in the current confrontation during the cease-fire, in the context of national unity and escalation of resistance, to diversify its methods and to constantly expand its scope.",0
"British diplomats said the UN told them refurbishing or replacing guns was within the terms of the ceasefire arrangements.",0
"That led to 12 days of fighting that claimed more than 145 lives before a cease-fire took hold.",1
"Restrepo also demanded that four of the most brutal paramilitary factions immediately start demobilizing their fighters and respect a cease-fire.",0
"It is only after major negotiations that we have been able to reach peace and cease-fire agreements, notably the Global Cease-fire Agreement.",0
"The rebels recently joined the government after gruelling peace talks and this month inked a truce with the government which has so far been respected.",1
"While ceasefires remained central to any peacekeeping operation, enforcing fragile ceasefires was difficult.",0
"While the maras declared a ceasefire two years ago, the violence has hardly died down, according to experts.",1
"The deal essentially sets a one-week deadline for the implementation of a permanent ceasefire between the two warring parties, as well as the formation of a new government which includes the FDD, within three weeks""",1
"- 22: France sends troops to police a ceasefire.",0
"I've engaged in cease-fires with bad guys, I've released American prisoners, American servicemen.",0
"As ceasefires followed by violations intensify, Taylor will concentrate on mopping out his destabilization strategies - more amputations, more looting, more displacement, and more refugees.",0
"Philippine cease-fire MANILA, Philippines -- The nation's new president said today that she will order a cease-fire with separatist Muslim rebels in the southern Philippines in an effort to boost peace talks.",1
"The Burundian government and the country's only active rebel group Palipehutu-FNL on Sunday signed here a comprehensive ceasefire agreement.",1
"The two sides agreed to extend a ceasefire, which has been generally holding, but remain deadlocked on the issues of disarmament and withdrawal of foreign troops helping the government.",1
"So the ceasefire can happen with the rebels, and that's the first agenda.",0
"""He only said to me that we should allow a temporary ceasefire to allow the humanitarian relief officers to be given a chance and that during that period Foday Sankoh would be released.",0
"Then the international forces can come in and monitor the ceasefire,"" he said in French.",0
"We will not reveal information on attacks but from the time the ceasefire lapses; there will be a resumption of hostilities"".",0
"But the United States made clear it was reluctant to approve a force if the ceasefire continued to be violated by all sides.",0
"Kabila's son, Joseph, inherited the presidency and has welcomed something his father repeatedly held up - the deployment of U.N. troops charged with monitoring a fragile cease-fire that has only now begun to take hold.",0
"Taylor, whose government fought with rebels again this week after signing a a west African-brokered truce, Saturday said his ""government is interested in working with Washington on resolving this problem in the continued promotion of democracy.""",1
"The cease-fire deal promised a referendum, but it never took place and Rabat now rules it out.",0
